Date,Mkt-RF,SMB,HML,RMW,CMA,RF
01-15-2020,0.16,0.26,-0.82,-0.07,-0.2,0.006
01-16-2020,0.88,0.51,-0.11,0.04,-0.07,0.006
01-17-2020,0.28,-0.63,-0.12,0.22,0.02,0.006
01-21-2020,-0.32,-0.68,-0.62,-0.11,-0.31,0.006
01-22-2020,0.08,-0.24,0,-0.27,-0.01,0.006
01-23-2020,0.08,-0.06,-0.14,0.28,-0.06,0.006
01-24-2020,-0.97,-0.5,-0.28,0.17,-0.03,0.006
01-27-2020,-1.56,0.27,-0.41,-0.52,0.07,0.006
01-28-2020,1.03,-0.14,-0.43,0.17,-0.08,0.006
01-29-2020,-0.11,-0.43,-0.97,0.26,0.17,0.006
01-30-2020,0.34,-0.63,0.68,-0.45,-0.11,0.006
01-31-2020,-1.74,-0.52,-0.35,-0.43,-0.7,0.006
02-03-2020,0.84,0.37,-0.67,-0.68,-0.35,0.006
02-04-2020,1.57,-0.13,-0.7,0.36,-0.13,0.006
02-05-2020,0.97,0.76,1.48,0.95,0.63,0.006
02-06-2020,0.27,-0.6,-0.84,-0.04,-0.35,0.006
02-07-2020,-0.55,-0.84,-0.02,-0.23,-0.54,0.006
02-10-2020,0.73,-0.18,-0.9,-0.11,-0.4,0.006
02-11-2020,0.28,0.34,1.04,0.24,0.17,0.006
02-12-2020,0.66,0.15,-0.36,0.2,-0.02,0.006
02-13-2020,-0.09,0.16,0.01,-0.11,-0.44,0.006
02-14-2020,0.14,-0.56,-0.66,-0.23,-0.29,0.006
02-18-2020,-0.19,-0.01,-0.64,-0.41,-0.64,0.006
02-19-2020,0.6,0.2,0.03,0.19,-0.32,0.006
02-20-2020,-0.35,0.64,0.67,0.19,-0.11,0.006
02-21-2020,-1.12,-0.05,0.02,-0.21,0.34,0.006
02-24-2020,-3.39,0.16,0.01,-0.32,0.24,0.006
02-25-2020,-3.09,-0.36,-0.68,-0.62,0.04,0.006
02-26-2020,-0.52,-0.75,-1.2,-0.47,-0.08,0.006
02-27-2020,-4.23,0.71,0.06,-0.42,-0.13,0.006
02-28-2020,-0.79,0.07,-0.8,0.23,-0.39,0.006
03-02-2020,4.31,-1.89,-0.42,-0.52,0.52,0.006
03-03-2020,-2.8,0.68,-0.63,-0.4,0.25,0.006
03-04-2020,4.03,-1.24,-1.17,0.07,0.22,0.006
03-05-2020,-3.38,-0.15,-1.4,-0.85,0.11,0.006
03-06-2020,-1.78,-0.22,-1.48,0.71,0.37,0.006
03-09-2020,-7.79,-1.37,-4.75,0.08,0.52,0.006
03-10-2020,4.75,-2.38,0.78,0.5,0.12,0.006
03-11-2020,-5.06,-1.04,-0.81,0.04,0.15,0.006
03-12-2020,-9.63,-1.09,-1.14,-0.33,-0.24,0.006
03-13-2020,8.98,-2.03,2.94,1.12,0.78,0.006
03-16-2020,-12.01,-0.81,-0.75,0.53,1.14,0.006
03-17-2020,5.88,0.47,-0.67,-0.47,-0.02,0.006
03-18-2020,-5.56,-4.58,-4.74,0.11,0.18,0.006
03-19-2020,1.31,5.71,0.95,-1.41,-1.64,0.006
03-20-2020,-4.15,0.21,-0.9,-0.99,-1.14,0.006
03-23-2020,-2.56,1.66,-3.26,0.34,-1.18,0.006
03-24-2020,9.34,-0.24,2.38,0.53,0.24,0.006
03-25-2020,1.17,-0.18,1.87,-0.07,0.08,0.006
03-26-2020,6.03,-0.5,1.09,-0.65,-0.02,0.006
03-27-2020,-3.48,-1.11,-0.76,-1.11,0.8,0.006
03-30-2020,3.17,-0.78,-2.11,-0.29,0.13,0.006
03-31-2020,-1.44,1.51,-0.38,0.4,-0.09,0.006
04-01-2020,-4.5,-2.02,-1.31,0.29,0.27,0
04-02-2020,2.1,-0.93,-0.28,-0.25,0.94,0
04-03-2020,-1.64,-1.37,-1.15,-0.24,0.41,0
04-06-2020,7.1,1.17,0.28,1.31,-0.79,0
04-07-2020,-0.11,0.11,2.1,0.9,-0.37,0
04-08-2020,3.42,0.86,1.27,0.43,-0.26,0
04-09-2020,1.59,2.47,3.19,-0.79,-0.1,0
04-13-2020,-0.92,-1.48,-2.4,-0.45,0,0
04-14-2020,3.03,-0.74,-3.15,0.23,-0.3,0
04-15-2020,-2.15,-1.99,-2.55,-0.4,-0.3,0
04-16-2020,0.62,-0.84,-2.98,-0.28,-0.26,0
04-17-2020,2.74,1.55,2.77,-0.18,-0.03,0
04-20-2020,-1.57,0.37,-0.91,-1.74,-0.5,0
04-21-2020,-3.09,0.94,0.16,0.29,0.42,0
04-22-2020,2.31,-0.87,-1.66,0.11,0.04,0
04-23-2020,0.12,1.25,0.55,0.53,-0.35,0
04-24-2020,1.44,0.25,-0.13,-0.19,0.19,0
04-27-2020,1.73,2.16,2.68,-0.14,0.11,0
04-28-2020,-0.45,1.75,2.86,1.36,0.69,0
04-29-2020,2.92,2.3,1.98,1.22,-0.85,0
04-30-2020,-1.18,-2.09,-1.71,0.62,-0.08,0
05-01-2020,-2.91,-0.89,-0.96,-0.31,0.4,0
05-04-2020,0.54,-0.13,-1.29,-0.74,-0.39,0
05-05-2020,0.95,-0.29,-2.01,-0.48,-0.54,0
05-06-2020,-0.53,0.08,-2.72,0.19,-0.56,0
05-07-2020,1.33,0.16,0.41,-0.1,-0.71,0
05-08-2020,1.9,1.9,2.46,0.83,0.39,0
05-11-2020,0.06,-0.25,-3.79,-0.86,-0.1,0
05-12-2020,-2.07,-1.12,-1.36,-0.63,-0.01,0
05-13-2020,-1.89,-1.43,-2.08,-0.05,-0.23,0
05-14-2020,1.15,-1.07,0.92,0.64,0.12,0
05-15-2020,0.57,1.33,-1.15,0.02,-0.76,0
05-18-2020,3.24,2.69,4.61,1.64,0.29,0
05-19-2020,-1.01,-0.78,-1.51,0.53,-0.71,0
05-20-2020,1.8,1.22,1.32,-0.28,-0.33,0
05-21-2020,-0.71,0.74,0.42,0.13,0.03,0
05-22-2020,0.27,0.25,-0.85,-0.56,-0.39,0
05-26-2020,1.23,1.27,4.54,0.99,0.53,0
05-27-2020,1.54,1.46,3.59,0.75,0.44,0
05-28-2020,-0.41,-2.09,-2.41,-0.25,0.04,0
05-29-2020,0.6,-0.81,-1.98,-0.33,-0.47,0
06-01-2020,0.51,0.26,0.43,0.01,-0.23,0
06-02-2020,0.81,0.06,0.55,0.11,0.29,0
06-03-2020,1.41,0.79,2.62,0.71,0.22,0
06-04-2020,-0.34,0.53,2.9,0.99,0.63,0
06-05-2020,2.5,1.08,2.75,0.7,0.08,0
06-08-2020,1.35,0.69,2.07,-0.48,0.58,0
06-09-2020,-0.86,-0.8,-1.92,-0.02,-0.47,0
06-10-2020,-0.55,-1.82,-4.1,-0.31,-0.33,0
06-11-2020,-5.91,-1.49,-3.03,-0.2,-0.24,0
06-12-2020,1.29,0.8,1.82,0.13,0.02,0
06-15-2020,1.08,1.43,-0.38,-0.77,-0.29,0
06-16-2020,1.88,0.61,0.49,0.63,0.2,0
06-17-2020,-0.41,-1.35,-1.97,-0.56,-0.24,0
06-18-2020,0.18,0.01,-0.54,-0.4,-0.23,0
06-19-2020,-0.45,-0.15,-0.67,-0.71,-0.3,0
06-22-2020,0.71,0.47,-1.36,-0.38,-0.36,0
06-23-2020,0.41,0.21,-0.6,0.59,-0.12,0
06-24-2020,-2.62,-0.71,-1.36,-0.06,0.31,0
06-25-2020,1.13,0.34,0.51,-0.82,0.17,0
06-26-2020,-2.43,-0.19,-1.39,0.02,0.72,0
06-29-2020,1.51,1.48,1.86,1.49,0.39,0
06-30-2020,1.58,-0.01,-0.01,-0.39,-0.27,0
07-01-2020,0.41,-1.69,-2.57,-0.41,-1.22,0
07-02-2020,0.51,0.01,-0.14,0.42,0.14,0
07-06-2020,1.66,-0.67,0.35,0.27,0.04,0
07-07-2020,-1.01,-0.98,-1.51,-1.11,-0.08,0
07-08-2020,0.89,0.08,-0.46,-0.42,-0.29,0
07-09-2020,-0.54,-1.57,-2.61,-0.33,-0.55,0
07-10-2020,1.11,0.67,3.06,0.86,0.19,0
07-13-2020,-1.19,-0.28,2.04,1.06,1.14,0
07-14-2020,1.36,0.39,-0.29,-0.02,0.47,0
07-15-2020,1.14,2.73,1.26,0.18,0.07,0
07-16-2020,-0.38,-0.16,0.81,0.25,0.34,0
07-17-2020,0.3,-0.16,-1.43,-1.09,0.01,0
07-20-2020,1.04,-1.11,-2.38,-0.83,-1.25,0
07-21-2020,0.15,1.47,3.28,0.53,0.89,0
07-22-2020,0.5,-0.64,-0.37,0.49,0.02,0
07-23-2020,-1.2,1.22,1.98,-0.21,0.17,0
07-24-2020,-0.74,-0.8,0.45,0.27,0.02,0
07-27-2020,0.88,0.29,-2.02,-0.19,0.1,0
07-28-2020,-0.81,-0.46,1.01,0.29,0.11,0
07-29-2020,1.36,0.64,0.9,0.24,0.16,0
07-30-2020,-0.29,-0.01,-1.84,-0.57,-0.16,0
07-31-2020,0.62,-1.83,-0.66,0.77,0.65,0
08-03-2020,0.97,1.09,-0.83,-0.27,0.36,0
08-04-2020,0.37,0.44,0.06,0.12,0.09,0
08-05-2020,0.78,1.24,0.82,0.19,-0.13,0
08-06-2020,0.53,-0.59,-0.85,0.57,0.05,0
08-07-2020,0.02,1.58,2.4,0.52,0.2,0
08-10-2020,0.23,1.32,1.73,0.84,1.23,0
08-11-2020,-0.83,0.2,1.61,0.9,0.03,0
08-12-2020,1.4,-0.84,-1.33,0.93,-0.13,0
08-13-2020,-0.02,-0.15,-1.32,-0.63,-0.53,0
08-14-2020,-0.04,0.06,1.09,0.42,0.18,0
08-17-2020,0.45,0.04,-1.94,-0.8,-0.5,0
08-18-2020,0.23,-1.33,-1.42,0.02,-0.56,0
08-19-2020,-0.38,0.49,0.09,-0.04,-0.14,0
08-20-2020,0.31,-0.97,-1.55,0.1,-0.5,0
08-21-2020,0.26,-1.24,-0.44,0.6,0.68,0
08-24-2020,0.92,0.21,2.59,1.12,0.57,0
08-25-2020,0.35,0,-0.64,-0.46,-0.69,0
08-26-2020,1,-1.72,-1.75,-0.13,-0.87,0
08-27-2020,0.18,0,0.95,0.57,-0.5,0
08-28-2020,0.7,0.36,-0.22,0.14,-0.08,0
08-31-2020,-0.04,-0.94,-1.75,-0.7,-0.16,0
09-01-2020,0.92,0.21,-0.32,0.61,0.09,0
09-02-2020,1.27,-0.26,-0.45,0.77,-0.38,0
09-03-2020,-3.7,0.44,2.6,-0.1,-0.04,0
09-04-2020,-0.87,0.36,2.07,0.78,0.88,0
09-08-2020,-2.93,0.9,-0.29,-0.72,-0.59,0
09-09-2020,2.07,-0.61,-1.99,-0.17,-0.22,0
09-10-2020,-1.64,0.38,-0.06,-0.39,-0.36,0
09-11-2020,-0.05,-0.62,0.9,0.23,0.47,0
09-14-2020,1.58,1.01,-0.8,-0.82,0.01,0
09-15-2020,0.57,-0.63,-1.46,0.13,-0.41,0
09-16-2020,-0.4,1.22,1.32,-0.93,0.24,0
09-17-2020,-0.85,0.47,0.2,0.06,0.61,0
09-18-2020,-0.89,0.78,-0.21,-1.11,-0.45,0
09-21-2020,-1.07,-2.69,-1.9,-0.48,-0.31,0
09-22-2020,1.01,-0.49,-1.6,0.59,-0.52,0
09-23-2020,-2.47,-0.66,0.16,0.19,-0.18,0
09-24-2020,0.26,-0.19,0.38,0.51,0.14,0
09-25-2020,1.71,-0.17,-1.34,-0.5,-0.7,0
09-28-2020,1.65,0.88,1.05,0.41,0.21,0
09-29-2020,-0.42,0.4,-1.32,-0.78,-0.59,0
09-30-2020,0.79,-0.68,0.16,0.34,0.11,0
10-01-2020,0.79,0.8,-0.55,-0.02,-0.57,0
10-02-2020,-0.97,1.69,2.43,0.58,0.34,0
10-05-2020,1.94,0.9,-0.09,-0.47,0.09,0
10-06-2020,-1.28,0.83,0.25,-0.52,-0.06,0
10-07-2020,1.84,0.53,0.16,-0.31,0.1,0
10-08-2020,0.8,0.25,1.07,0.27,0.31,0
10-09-2020,0.93,-0.32,-1.42,-0.15,-0.3,0
10-12-2020,1.54,-1.01,-0.09,0.79,0.36,0
10-13-2020,-0.42,-0.19,-1.74,-0.86,-0.94,0
10-14-2020,-0.65,0.01,0.03,0.34,0.68,0
10-15-2020,-0.08,1.17,1.14,0.15,0.16,0
10-16-2020,-0.06,-0.13,0.05,-0.05,-0.11,0
10-19-2020,-1.53,0.35,0.32,-0.33,-0.21,0
10-20-2020,0.35,-0.08,1.26,0.54,0.19,0
10-21-2020,-0.36,-0.48,0.41,0.51,0.01,0
10-22-2020,0.66,0.95,1.03,-0.59,-0.08,0
10-23-2020,0.39,0.38,0.04,-0.15,-0.35,0
10-26-2020,-1.85,-0.48,-0.39,-0.15,-0.01,0
10-27-2020,-0.23,-0.62,-2.33,-0.39,-0.72,0
10-28-2020,-3.42,0.18,0.57,-0.46,0,0
10-29-2020,1.13,0.15,0.27,0.28,0.57,0
10-30-2020,-1.45,-0.23,1.85,0.27,-0.05,0
11-02-2020,1.17,0.87,1,0.41,0.41,0
11-03-2020,1.93,1.01,-0.19,-0.2,0.02,0
11-04-2020,2.25,-2.56,-5.03,-0.69,-1.77,0
11-05-2020,2.12,1.04,0.54,0.36,0.5,0
11-06-2020,0.01,-1.09,-0.92,-0.24,-0.09,0
11-09-2020,0.83,2.81,6.73,0.76,0.86,0
11-10-2020,-0.16,2.09,2.15,0.3,1.31,0
11-11-2020,0.88,-1.08,-1.78,-0.63,-0.19,0
11-12-2020,-0.94,-0.56,-1.19,-0.67,-0.24,0
11-13-2020,1.31,0.92,1.15,0.57,0.41,0
11-16-2020,1.22,1.27,1.98,0.69,0.86,0
11-17-2020,-0.2,0.61,-0.01,-0.41,-0.43,0
11-18-2020,-0.94,-0.05,0.03,0.07,-0.39,0
11-19-2020,0.58,0.28,-0.78,-0.66,-0.22,0
11-20-2020,-0.51,0.59,-0.6,-0.74,-0.1,0
11-23-2020,0.82,1.41,1.56,0.33,0.03,0
11-24-2020,1.56,0.49,2.78,0.52,0.51,0
11-25-2020,0.02,-0.27,-1.32,-0.39,-0.54,0
11-27-2020,0.42,0.14,-1.62,-0.76,-0.32,0
11-30-2020,-0.52,-1.55,-2.07,-0.49,0.46,0
12-01-2020,0.99,-0.06,0.52,1.04,0.53,0
12-02-2020,0.11,0.21,1.07,0.37,0.55,0
12-03-2020,0.17,0.56,-0.1,-0.27,0.2,0
12-04-2020,1.01,1.61,0.83,-0.34,0.6,0
12-07-2020,0.02,-0.06,-1.02,-0.57,-0.49,0
12-08-2020,0.47,0.88,-0.69,-0.71,-0.05,0
12-09-2020,-1.03,0.32,1.28,0.85,0.35,0
12-10-2020,0.24,0.94,-0.46,-1.51,-0.24,0
12-11-2020,-0.18,-0.58,-0.73,-0.58,-0.56,0
12-14-2020,-0.26,0.21,-1.51,-0.4,-0.83,0
12-15-2020,1.29,1.14,0.38,0.45,0.54,0
12-16-2020,0.16,-0.56,-0.39,0.03,-0.17,0
12-17-2020,0.78,0.5,-0.7,-0.58,-0.19,0
12-18-2020,-0.14,-0.19,-1.17,-0.38,-0.73,0
12-21-2020,-0.24,0.24,-0.06,-1,0.3,0
12-22-2020,0.05,0.85,-1.63,-0.84,-0.1,0
12-23-2020,0.11,0.87,2.04,0.27,0.41,0
12-24-2020,0.23,-0.44,-0.19,0.24,-0.08,0
12-28-2020,0.49,-0.67,0.36,1.38,0.48,0
12-29-2020,-0.39,-1.42,0.24,0.78,-0.27,0
12-30-2020,0.27,1.07,0.06,-0.66,-0.04,0
12-31-2020,0.4,-0.69,0.44,0.56,-0.22,0
01-04-2021,-1.41,0.14,0.57,-0.64,0.1,0
01-05-2021,0.86,1.32,0.5,0.36,0.56,0
01-06-2021,0.79,3.16,3.94,0.05,0.52,0
01-07-2021,1.76,0.02,-0.81,-1.48,-0.23,0
01-08-2021,0.51,-1.01,-1.38,-0.42,-0.36,0
01-11-2021,-0.52,0.54,1.26,-0.16,0.41,0
01-12-2021,0.37,1.48,1.24,-0.44,0.4,0
01-13-2021,0.07,-1.04,-0.45,-0.19,-0.05,0
01-14-2021,-0.12,2.36,1.13,-0.99,0.43,0
01-15-2021,-0.86,-0.75,-0.74,0.29,-0.45,0
01-19-2021,0.92,0.75,-0.79,-0.69,0.09,0
01-20-2021,1.27,-0.74,-1.1,0.64,-0.41,0
01-21-2021,-0.04,-0.76,-0.96,0.83,0.36,0
01-22-2021,-0.07,1.64,-0.11,-0.68,0.61,0
01-25-2021,0.29,-0.27,-0.43,0.21,0.95,0
01-26-2021,-0.33,-0.03,0.04,1.04,1.13,0
01-27-2021,-2.53,1.2,1.55,0.56,2.47,0
01-28-2021,0.93,-1.69,-0.93,-1.05,-2.28,0
01-29-2021,-1.84,0.41,0.59,-0.76,0.4,0
02-01-2021,1.72,0.75,-1.47,-0.23,-1.24,0
02-02-2021,1.48,-0.81,-1.03,-0.97,-2.1,0
02-03-2021,0.14,0.68,0.73,-0.09,0.18,0
02-04-2021,1.22,0.6,0.38,-0.09,-0.24,0
02-05-2021,0.57,0.95,-0.49,-0.71,0.42,0
02-08-2021,0.96,2.24,0.39,-0.95,0.73,0
02-09-2021,0.05,0.64,-0.06,-0.67,-0.41,0
02-10-2021,-0.08,-0.53,0.79,0.31,0.07,0
02-11-2021,0.2,-0.21,-0.7,-0.46,-0.3,0
02-12-2021,0.49,-0.1,0.46,-0.39,-0.07,0
02-16-2021,-0.14,-0.26,1.93,0.18,0.05,0
02-17-2021,-0.2,-0.68,0.6,0.26,-0.16,0
02-18-2021,-0.63,-1.47,-0.21,0.88,-0.43,0
02-19-2021,0.16,2.02,0.73,-0.43,0.53,0
02-22-2021,-1.11,0.73,3.13,1.67,0.86,0
02-23-2021,-0.11,-1.01,0.89,1.13,-0.21,0
02-24-2021,1.15,1.47,1.44,-0.28,0.33,0
02-25-2021,-2.72,-0.91,0.88,0.97,0.45,0
02-26-2021,-0.28,0.35,-1.61,-0.04,-0.4,0
03-01-2021,2.62,1.11,0.23,-0.4,0.21,0
03-02-2021,-1.05,-0.77,1.25,0.62,0.23,0
03-03-2021,-1.55,0.65,3.56,1.64,1.07,0
03-04-2021,-1.67,-1.1,1.7,1.27,0.49,0
03-05-2021,1.87,0.38,0.62,0.96,0.52,0
03-08-2021,-0.67,1.46,3.71,1.63,0.92,0
03-09-2021,1.77,0.43,-3.24,-1.84,-0.49,0
03-10-2021,0.67,1.2,1.82,-0.07,0.15,0
03-11-2021,1.41,1.07,-2,-1.39,-0.81,0
03-12-2021,0.11,0.53,1.29,0.63,0.58,0
03-15-2021,0.69,-0.35,-1.27,0.25,0.09,0
03-16-2021,-0.41,-1.35,-0.85,0.29,-0.02,0
03-17-2021,0.34,0.65,0.34,-0.04,0.1,0
03-18-2021,-1.86,-1.21,2.16,0.93,0.46,0
03-19-2021,0.23,0.94,-0.99,-0.79,-0.54,0
03-22-2021,0.56,-1.69,-2.23,-0.25,-0.11,0
03-23-2021,-1.16,-2.95,-1.04,0.58,-0.74,0
03-24-2021,-0.97,-1.58,1.46,1.38,0.13,0
03-25-2021,0.67,2.02,1.4,0.45,1.11,0
03-26-2021,1.56,0.2,0.68,0.78,0.6,0
03-29-2021,-0.48,-2.49,-0.23,0.9,0.02,0
03-30-2021,-0.03,1.84,1.01,-0.26,-0.23,0
03-31-2021,0.63,0.59,-2.34,-1.17,-0.28,0
04-01-2021,1.27,0.21,-0.02,-0.69,-0.51,0
04-05-2021,1.28,-0.71,-0.71,1,0.09,0
04-06-2021,0,-0.31,0.09,-0.12,-0.28,0
04-07-2021,-0.11,-1.53,0.3,0.68,-0.12,0
04-08-2021,0.62,0.27,-1.17,-0.52,-0.39,0
04-09-2021,0.65,-0.61,0.15,0.79,0.09,0
04-12-2021,-0.04,-0.46,0.56,0.73,-0.36,0
04-13-2021,0.41,-0.77,-1.6,-1.07,-0.38,0
04-14-2021,-0.35,1.18,1.41,0.01,0.67,0
04-15-2021,1.06,-0.8,-1.19,0.1,-0.54,0
04-16-2021,0.27,-0.2,0.65,0.83,0.18,0
04-19-2021,-0.72,-0.66,0.79,0.72,0.43,0
04-20-2021,-0.93,-1.38,-1.57,0.38,-0.46,0
04-21-2021,1.1,1.53,0.12,-0.47,0.1,0
04-22-2021,-0.78,0.63,-0.77,-0.2,-0.2,0
04-23-2021,1.26,0.77,0.69,-0.35,0.03,0
04-26-2021,0.41,0.79,-0.5,-1.2,-0.07,0
04-27-2021,-0.03,0.08,0.85,0.54,0.06,0
04-28-2021,-0.07,0.29,0.2,-0.3,-0.33,0
04-29-2021,0.4,-0.76,1.09,1.34,-0.22,0
04-30-2021,-0.83,-0.52,-0.33,0.13,-0.41,0
05-03-2021,0.18,0.73,1.7,1.05,1.08,0
05-04-2021,-0.89,-0.24,2,1.09,0.57,0
05-05-2021,-0.05,-0.16,1.34,0.64,0.62,0
05-06-2021,0.49,-0.49,1.18,1.23,0.58,0
05-07-2021,0.84,0.45,-0.08,-0.22,0.15,0
05-10-2021,-1.35,-1.28,1.68,1.16,0.77,0
05-11-2021,-0.63,0.69,-0.87,-0.83,-0.05,0
05-12-2021,-2.34,-1.15,0.7,-0.29,0.14,0
05-13-2021,1.04,0.48,1.14,1.38,0.34,0
05-14-2021,1.79,0.97,-0.16,-0.24,-0.04,0
05-17-2021,-0.24,0.73,0.84,0.02,0.58,0
05-18-2021,-0.7,0.05,-0.93,-1.02,-0.43,0
05-19-2021,-0.34,-0.53,-0.46,-0.18,-0.33,0
05-20-2021,1.14,-0.49,-1.42,-0.85,-0.48,0
05-21-2021,-0.04,0.46,0.98,-0.11,-0.06,0
05-24-2021,0.99,-0.48,-0.7,0.26,-0.31,0
05-25-2021,-0.3,-0.85,-1.23,0.2,-0.16,0
05-26-2021,0.46,1.78,0.57,-0.54,0.14,0
05-27-2021,0.27,1.08,0.95,-0.26,0.27,0
05-28-2021,0.04,-0.37,-0.32,-0.2,-0.4,0
06-01-2021,0.03,1.41,1.44,0.3,0.39,0
06-02-2021,0.12,-0.21,0.32,-0.07,0.7,0
06-03-2021,-0.53,-0.25,0.73,0.41,0.34,0
06-04-2021,0.9,-0.59,-0.91,-0.15,-0.22,0
06-07-2021,0.14,1.27,-0.95,-1,-0.21,0
06-08-2021,0.18,1.08,-0.31,0.07,-0.09,0
06-09-2021,-0.29,-0.45,-0.84,0.16,0.19,0
06-10-2021,0.41,-1.33,-2.05,-0.56,-1.05,0
06-11-2021,0.37,0.72,0.17,0.04,0,0
06-14-2021,0.15,-0.75,-1.62,-0.59,-0.49,0
06-15-2021,-0.3,0.23,1.28,0.67,0.13,0
06-16-2021,-0.46,0.43,0.2,-0.34,-0.24,0
06-17-2021,0.01,-1.35,-3.57,-0.7,-1.1,0
06-18-2021,-1.23,-0.8,-1.44,-0.43,-0.71,0
06-21-2021,1.36,0.84,1.06,0.41,0.31,0
06-22-2021,0.58,-0.09,-0.43,0.2,0.2,0
06-23-2021,0,0.51,-0.29,-0.48,-0.24,0
06-24-2021,0.69,0.74,0.23,-0.39,0.26,0
06-25-2021,0.31,-0.5,0.44,-0.14,0.06,0
06-28-2021,0.21,-0.86,-1.59,-0.5,-0.14,0
06-29-2021,0.01,-0.39,-0.3,0.31,0.39,0
06-30-2021,0.07,0.13,0.75,0.72,0.64,0
07-01-2021,0.44,0.42,0.44,0,0.33,0
07-02-2021,0.56,-1.53,-0.7,0.66,-0.14,0
07-06-2021,-0.27,-1.02,-2,0.55,-0.75,0
07-07-2021,0.11,-0.84,0.08,1.7,0.35,0
07-08-2021,-0.86,-0.01,-0.79,-0.22,-0.03,0
07-09-2021,1.26,0.85,1.57,-0.17,0.41,0
07-12-2021,0.23,-0.02,0.56,0.28,-0.27,0
07-13-2021,-0.55,-1.21,-0.42,0.75,0.12,0
07-14-2021,-0.25,-1.17,0.35,1.94,0.63,0
07-15-2021,-0.38,-0.26,0.79,0.34,-0.07,0
07-16-2021,-0.76,-0.4,-1.27,0.13,-0.84,0
07-19-2021,-1.42,0.04,-1.77,-0.43,-1.11,0
07-20-2021,1.7,0.86,0.14,-0.58,0.33,0
07-21-2021,0.95,0.73,0.81,-0.96,0.08,0
07-22-2021,0.1,-1.56,-1.02,0.5,-0.43,0
07-23-2021,0.99,-0.33,-0.45,0.49,-0.36,0
07-26-2021,0.18,0.09,1.33,0.29,0.87,0
07-27-2021,-0.65,-0.46,0.59,0.46,0.09,0
07-28-2021,0.27,1.21,-0.64,-1.57,-0.73,0
07-29-2021,0.42,0.22,0.94,0.82,0.55,0
07-30-2021,-0.66,-0.09,-0.18,0.57,0.42,0
08-02-2021,-0.12,-0.14,-0.45,-0.07,-0.39,0
08-03-2021,0.74,-0.39,0.93,0.65,0.27,0
08-04-2021,-0.39,-0.98,-1.57,-0.37,-1.13,0
08-05-2021,0.74,1.08,-0.12,-1.29,-0.4,0
08-06-2021,0.09,0.46,1.88,0.48,0.29,0
08-09-2021,0,-0.46,-0.27,-0.64,-0.52,0
08-10-2021,0.06,0.38,1.82,0.72,0.92,0
08-11-2021,0.2,0.3,1.44,0.91,0.56,0
08-12-2021,0.24,-0.68,-0.41,0.07,0.11,0
08-13-2021,0.02,-0.95,-0.27,0.7,-0.01,0
08-16-2021,-0.03,-0.86,0.06,1.66,0.22,0
08-17-2021,-0.8,-0.5,-0.13,-0.3,0.08,0
08-18-2021,-0.96,0.1,-0.19,-0.32,-0.66,0
08-19-2021,-0.13,-0.96,-0.83,1.38,-0.47,0
08-20-2021,0.92,0.87,-0.51,-0.36,-0.32,0
08-23-2021,1.07,0.75,-0.83,-1.85,-0.1,0
08-24-2021,0.4,0.4,0.35,-0.72,0.02,0
08-25-2021,0.27,0.06,0.36,-0.42,-0.01,0
08-26-2021,-0.65,-0.44,-0.33,-0.06,-0.12,0
08-27-2021,1.08,1.64,0.31,-0.69,0.16,0
08-30-2021,0.35,-0.69,-1.39,0.66,0.07,0
08-31-2021,-0.13,0.46,-0.04,-0.47,-0.2,0
09-01-2021,0.11,0.4,-0.96,-0.45,-0.39,0
09-02-2021,0.35,0.2,-0.02,-0.44,0.59,0
09-03-2021,-0.02,-0.56,-0.28,0.04,-0.31,0
09-07-2021,-0.36,-0.36,-0.08,-0.6,0.14,0
09-08-2021,-0.33,-0.74,0.07,0.74,0.2,0
09-09-2021,-0.28,0.25,0.09,-0.78,-0.27,0
09-10-2021,-0.76,-0.03,0.02,0.2,-0.37,0
09-13-2021,0.15,0.24,1.35,0.23,0.93,0
09-14-2021,-0.66,-0.67,-0.97,0.42,-0.47,0
09-15-2021,0.88,0.12,0.67,-0.24,0.43,0
09-16-2021,-0.05,-0.1,-0.58,-0.42,-0.53,0
09-17-2021,-0.74,1,-0.05,-0.64,-0.48,0
09-20-2021,-1.86,-0.57,0.22,0.78,0.23,0
09-21-2021,0.03,0.27,-0.68,-0.43,-0.36,0
09-22-2021,1,0.14,0.61,-0.52,0.46,0
09-23-2021,1.28,0.46,0.92,-1.02,0.22,0
09-24-2021,0.09,-0.4,0.71,0.57,0.23,0
09-27-2021,-0.11,1.71,2.44,-0.24,0.78,0
09-28-2021,-2.17,-0.01,1.77,0.83,1.07,0
09-29-2021,0.04,-0.2,0.81,1.15,0.34,0
09-30-2021,-1.03,0.07,-0.77,-1.24,-0.37,0
10-01-2021,1.12,0.48,0.51,-0.09,0.55,0
10-04-2021,-1.42,0.41,2.35,0.69,1.1,0
10-05-2021,1.06,-0.58,-0.07,-0.09,-0.34,0
10-06-2021,0.34,-1,-0.5,0.33,-0.68,0
10-07-2021,1.01,0.45,-0.18,-0.07,0.04,0
10-08-2021,-0.27,-0.46,1.13,0.09,0.6,0
10-11-2021,-0.72,0.23,-0.28,-0.04,0.28,0
10-12-2021,-0.08,0.55,-0.43,-0.88,-0.28,0
10-13-2021,0.43,-0.09,-1.05,-0.49,-0.79,0
10-14-2021,1.65,-0.37,-0.28,0,-0.12,0
