Date,Date,,,,,,Price
10/27/2016,10,27,2016,,,27/10/2016,108.1
10/26/2016,10,26,2016,,,26/10/2016,107.9
10/25/2016,10,25,2016,,,25/10/2016,108.4
10/24/2016,10,24,2016,,,24/10/2016,109.8
10/21/2016,10,21,2016,,,21/10/2016,109
10/20/2016,10,20,2016,,,20/10/2016,108.8
10/19/2016,10,19,2016,,,19/10/2016,108.7
10/18/2016,10,18,2016,,,18/10/2016,107.7
10/17/2016,10,17,2016,,,17/10/2016,106.8
10/14/2016,10,14,2016,,,14/10/2016,106.5
10/13/2016,10,13,2016,,,13/10/2016,103.9
10-12-2016,10,,,12,2016,12/10/2016,105.6
10-11-2016,10,,,11,2016,11/10/2016,105.9
10-10-2016,10,,,10,2016,10/10/2016,110.2
10-07-2016,10,,,7,2016,7/10/2016,109.6
10-06-2016,10,,,6,2016,6/10/2016,111.6
10-05-2016,10,,,5,2016,5/10/2016,110.6
10-04-2016,10,,,4,2016,4/10/2016,110.8
10-03-2016,10,,,3,2016,3/10/2016,109.6
09/30/2016,9,30,2016,,,30/9/2016,109.1
09/29/2016,9,29,2016,,,29/9/2016,109.2
09/28/2016,9,28,2016,,,28/9/2016,109.1
09/27/2016,9,27,2016,,,27/9/2016,108
09/26/2016,9,26,2016,,,26/9/2016,109.5
09/23/2016,9,23,2016,,,23/9/2016,110.3
09/22/2016,9,22,2016,,,22/9/2016,111.6
09/21/2016,9,21,2016,,,21/9/2016,110.3
09/20/2016,9,20,2016,,,20/9/2016,111.4
09/19/2016,9,19,2016,,,19/9/2016,110.8
09/16/2016,9,16,2016,,,16/9/2016,109.4
09/15/2016,9,15,2016,,,15/9/2016,109.9
09/14/2016,9,14,2016,,,14/9/2016,109.8
09/13/2016,9,13,2016,,,13/9/2016,109.9
09-12-2016,9,,,12,2016,12/9/2016,109.9
09-09-2016,9,,,9,2016,9/9/2016,110
09-08-2016,9,,,8,2016,8/9/2016,112.4
09-07-2016,9,,,7,2016,7/9/2016,113.4
09-06-2016,9,,,6,2016,6/9/2016,112.4
09-05-2016,9,,,5,2016,5/9/2016,113
09-02-2016,9,,,2,2016,2/9/2016,112
09-01-2016,9,,,1,2016,1/9/2016,110.9
08/31/2016,8,31,2016,,,31/8/2016,110.7
08/30/2016,8,30,2016,,,30/8/2016,111.4
08/29/2016,8,29,2016,,,29/8/2016,110.1
08/26/2016,8,26,2016,,,26/8/2016,111.4
08/25/2016,8,25,2016,,,25/8/2016,110.8
08/24/2016,8,24,2016,,,24/8/2016,111.3
08/23/2016,8,23,2016,,,23/8/2016,110.7
08/22/2016,8,22,2016,,,22/8/2016,113
08/19/2016,8,19,2016,,,19/8/2016,107.8
08/18/2016,8,18,2016,,,18/8/2016,107.1
08/17/2016,8,17,2016,,,17/8/2016,97.5
08/16/2016,8,16,2016,,,16/8/2016,98
08/15/2016,8,15,2016,,,15/8/2016,99
08-12-2016,8,,,12,2016,12/8/2016,98.2
08-11-2016,8,,,11,2016,11/8/2016,97.5
08-10-2016,8,,,10,2016,10/8/2016,96.7
08-09-2016,8,,,9,2016,9/8/2016,97.6
08-08-2016,8,,,8,2016,8/8/2016,95
08-05-2016,8,,,5,2016,5/8/2016,94.8
08-04-2016,8,,,4,2016,4/8/2016,94.7
08-03-2016,8,,,3,2016,3/8/2016,92.8
08-02-2016,8,,,2,2016,2/8/2016,90.8
08-01-2016,8,,,1,2016,1/8/2016,92.5
07/29/2016,7,29,2016,,,29/7/2016,92.9
07/28/2016,7,28,2016,,,28/7/2016,93.4
07/27/2016,7,27,2016,,,27/7/2016,92.4
07/26/2016,7,26,2016,,,26/7/2016,91.5
07/25/2016,7,25,2016,,,25/7/2016,90.6
07/22/2016,7,22,2016,,,22/7/2016,91.6
07/21/2016,7,21,2016,,,21/7/2016,91.4
07/20/2016,7,20,2016,,,20/7/2016,91.8
07/19/2016,7,19,2016,,,19/7/2016,90.2
07/18/2016,7,18,2016,,,18/7/2016,89.4
07/15/2016,7,15,2016,,,15/7/2016,89.9
07/14/2016,7,14,2016,,,14/7/2016,90.9
07/13/2016,7,13,2016,,,13/7/2016,90.9
07-12-2016,7,,,12,2016,12/7/2016,91.2
07-11-2016,7,,,11,2016,11/7/2016,90.5
07-08-2016,7,,,8,2016,8/7/2016,88.5
07-07-2016,7,,,7,2016,7/7/2016,87.9
07-06-2016,7,,,6,2016,6/7/2016,86.8
07-05-2016,7,,,5,2016,5/7/2016,89
07-04-2016,7,,,4,2016,4/7/2016,90
07-01-2016,7,,,1,2016,1/7/2016,91.8
06/30/2016,6,30,2016,,,30/6/2016,90.5
06/29/2016,6,29,2016,,,29/6/2016,89
06/28/2016,6,28,2016,,,28/6/2016,86
06/27/2016,6,27,2016,,,27/6/2016,83.6
06/24/2016,6,24,2016,,,24/6/2016,87.3
06/23/2016,6,23,2016,,,23/6/2016,92.4
06/22/2016,6,22,2016,,,22/6/2016,91.4
06/21/2016,6,21,2016,,,21/6/2016,89.3
06/20/2016,6,20,2016,,,20/6/2016,90.3
06/17/2016,6,17,2016,,,17/6/2016,87.6
06/16/2016,6,16,2016,,,16/6/2016,84.5
06/15/2016,6,15,2016,,,15/6/2016,86.5
06/14/2016,6,14,2016,,,14/6/2016,85.9
06/13/2016,6,13,2016,,,13/6/2016,88
06-10-2016,6,,,10,2016,10/6/2016,89.8
06-09-2016,6,,,9,2016,9/6/2016,92.8
06-08-2016,6,,,8,2016,8/6/2016,93.2
06-07-2016,6,,,7,2016,7/6/2016,94.8
06-06-2016,6,,,6,2016,6/6/2016,95
06-03-2016,6,,,3,2016,3/6/2016,94.8
06-02-2016,6,,,2,2016,2/6/2016,94.6
06-01-2016,6,,,1,2016,1/6/2016,94.9
05/31/2016,5,31,2016,,,31/5/2016,95.8
05/30/2016,5,30,2016,,,30/5/2016,95
05/27/2016,5,27,2016,,,27/5/2016,95.2
05/26/2016,5,26,2016,,,26/5/2016,92.9
05/25/2016,5,25,2016,,,25/5/2016,93
05/24/2016,5,24,2016,,,24/5/2016,90
05/23/2016,5,23,2016,,,23/5/2016,88
05/20/2016,5,20,2016,,,20/5/2016,88.6
05/19/2016,5,19,2016,,,19/5/2016,88
05/18/2016,5,18,2016,,,18/5/2016,88.4
05/17/2016,5,17,2016,,,17/5/2016,88.7
05/13/2016,5,13,2016,,,13/5/2016,89.7
05-12-2016,5,,,12,2016,12/5/2016,90.6
05-11-2016,5,,,11,2016,11/5/2016,90.8
05-10-2016,5,,,10,2016,10/5/2016,91
05-09-2016,5,,,9,2016,9/5/2016,90.1
05-04-2016,5,,,4,2016,4/5/2016,87.5
05-03-2016,5,,,3,2016,3/5/2016,88.2
05-02-2016,5,,,2,2016,2/5/2016,90.5
04/29/2016,4,29,2016,,,29/4/2016,93
04/28/2016,4,28,2016,,,28/4/2016,89
04/27/2016,4,27,2016,,,27/4/2016,87.8
04/26/2016,4,26,2016,,,26/4/2016,87.2
04/25/2016,4,25,2016,,,25/4/2016,86
04/21/2016,4,21,2016,,,21/4/2016,87.1
04/20/2016,4,20,2016,,,20/4/2016,87.3
04/19/2016,4,19,2016,,,19/4/2016,90.2
04/18/2016,4,18,2016,,,18/4/2016,89.5
04/15/2016,4,15,2016,,,15/4/2016,89.9
04/14/2016,4,14,2016,,,14/4/2016,91.4
04/13/2016,4,13,2016,,,13/4/2016,90
04-12-2016,4,,,12,2016,12/4/2016,90.3
04-11-2016,4,,,11,2016,11/4/2016,91.2
04-08-2016,4,,,8,2016,8/4/2016,91.8
04-07-2016,4,,,7,2016,7/4/2016,90.3
04-06-2016,4,,,6,2016,6/4/2016,91.7
04-05-2016,4,,,5,2016,5/4/2016,90.8
04-04-2016,4,,,4,2016,4/4/2016,92.1
04-01-2016,4,,,1,2016,1/4/2016,92.4
03/31/2016,3,31,2016,,,31/3/2016,92.4
03/30/2016,3,30,2016,,,30/3/2016,94
03/29/2016,3,29,2016,,,29/3/2016,91.7
03/23/2016,3,23,2016,,,23/3/2016,93.1
03/22/2016,3,22,2016,,,22/3/2016,92.9
03/21/2016,3,21,2016,,,21/3/2016,92.8
03/18/2016,3,18,2016,,,18/3/2016,93.2
03/17/2016,3,17,2016,,,17/3/2016,93.8
03/16/2016,3,16,2016,,,16/3/2016,91.5
03/15/2016,3,15,2016,,,15/3/2016,90.6
03/14/2016,3,14,2016,,,14/3/2016,91.1
03-11-2016,3,,,11,2016,11/3/2016,90.2
03-10-2016,3,,,10,2016,10/3/2016,88.8
03-09-2016,3,,,9,2016,9/3/2016,90.2
03-08-2016,3,,,8,2016,8/3/2016,89.2
03-07-2016,3,,,7,2016,7/3/2016,91.5
03-04-2016,3,,,4,2016,4/3/2016,92.5
03-03-2016,3,,,3,2016,3/3/2016,93.9
03-02-2016,3,,,2,2016,2/3/2016,93.8
03-01-2016,3,,,1,2016,1/3/2016,94.6
02/29/2016,2,29,2016,,,29/2/2016,92.9
02/26/2016,2,26,2016,,,26/2/2016,92.2
02/25/2016,2,25,2016,,,25/2/2016,91.4
02/24/2016,2,24,2016,,,24/2/2016,89.6
02/23/2016,2,23,2016,,,23/2/2016,91.8
02/22/2016,2,22,2016,,,22/2/2016,90.1
02/19/2016,2,19,2016,,,19/2/2016,88.3
02/18/2016,2,18,2016,,,18/2/2016,89.2
02/17/2016,2,17,2016,,,17/2/2016,88.4
02/16/2016,2,16,2016,,,16/2/2016,85.8
02/15/2016,2,15,2016,,,15/2/2016,86.2
02-12-2016,2,,,12,2016,12/2/2016,82.3
02-11-2016,2,,,11,2016,11/2/2016,83.9
02-10-2016,2,,,10,2016,10/2/2016,86.2
02-09-2016,2,,,9,2016,9/2/2016,82
02-08-2016,2,,,8,2016,8/2/2016,76.3
02-05-2016,2,,,5,2016,5/2/2016,84.4
02-04-2016,2,,,4,2016,4/2/2016,84.6
02-03-2016,2,,,3,2016,3/2/2016,85.2
02-02-2016,2,,,2,2016,2/2/2016,86.2
02-01-2016,2,,,1,2016,1/2/2016,89
01/29/2016,1,29,2016,,,29/1/2016,89.6
01/28/2016,1,28,2016,,,28/1/2016,87
01/27/2016,1,27,2016,,,27/1/2016,87.6
01/26/2016,1,26,2016,,,26/1/2016,87.2
01/25/2016,1,25,2016,,,25/1/2016,86.5
01/22/2016,1,22,2016,,,22/1/2016,85.8
01/21/2016,1,21,2016,,,21/1/2016,84
01/20/2016,1,20,2016,,,20/1/2016,84.5
01/19/2016,1,19,2016,,,19/1/2016,88.2
01/18/2016,1,18,2016,,,18/1/2016,83.3
01/15/2016,1,15,2016,,,15/1/2016,81.8
01/14/2016,1,14,2016,,,14/1/2016,88.4
01/13/2016,1,13,2016,,,13/1/2016,89.6
01-12-2016,1,,,12,2016,12/1/2016,90.9
01-11-2016,1,,,11,2016,11/1/2016,88.4
01-08-2016,1,,,8,2016,8/1/2016,89.8
01-07-2016,1,,,7,2016,7/1/2016,91.9
01-06-2016,1,,,6,2016,6/1/2016,93.9
01-05-2016,1,,,5,2016,5/1/2016,94.9
01-04-2016,1,,,4,2016,4/1/2016,95
12/30/2015,12,30,2015,,,30/12/2015,96.8
12/29/2015,12,29,2015,,,29/12/2015,96.8
12/28/2015,12,28,2015,,,28/12/2015,95.2
12/23/2015,12,23,2015,,,23/12/2015,95.8
12/22/2015,12,22,2015,,,22/12/2015,94.5
12/21/2015,12,21,2015,,,21/12/2015,95.2
12/18/2015,12,18,2015,,,18/12/2015,95.5
12/17/2015,12,17,2015,,,17/12/2015,95.8
12/16/2015,12,16,2015,,,16/12/2015,95
12/15/2015,12,15,2015,,,15/12/2015,91.1
12/14/2015,12,14,2015,,,14/12/2015,89.2
12-11-2015,12,,,11,2015,11/12/2015,88.1
12-10-2015,12,,,10,2015,10/12/2015,90.6
12-09-2015,12,,,9,2015,9/12/2015,91.7
12-08-2015,12,,,8,2015,8/12/2015,91.8
12-07-2015,12,,,7,2015,7/12/2015,91.9
12-04-2015,12,,,4,2015,4/12/2015,91.2
12-03-2015,12,,,3,2015,3/12/2015,91.6
12-02-2015,12,,,2,2015,2/12/2015,92.3
12-01-2015,12,,,1,2015,1/12/2015,92
11/30/2015,11,30,2015,,,30/11/2015,92.1
11/27/2015,11,27,2015,,,27/11/2015,90.7
11/26/2015,11,26,2015,,,26/11/2015,88.2
11/25/2015,11,25,2015,,,25/11/2015,88.2
11/24/2015,11,24,2015,,,24/11/2015,86.8
11/23/2015,11,23,2015,,,23/11/2015,86.7
11/20/2015,11,20,2015,,,20/11/2015,86.7
11/19/2015,11,19,2015,,,19/11/2015,86.3
11/18/2015,11,18,2015,,,18/11/2015,86.8
11/17/2015,11,17,2015,,,17/11/2015,86.9
11/16/2015,11,16,2015,,,16/11/2015,85.4
11/13/2015,11,13,2015,,,13/11/2015,83.4
11-12-2015,11,,,12,2015,12/11/2015,84.2
11-11-2015,11,,,11,2015,11/11/2015,84.3
11-10-2015,11,,,10,2015,10/11/2015,83.7
11-09-2015,11,,,9,2015,9/11/2015,83.9
11-06-2015,11,,,6,2015,6/11/2015,83.6
11-05-2015,11,,,5,2015,5/11/2015,82.8
11-04-2015,11,,,4,2015,4/11/2015,78.7
11-03-2015,11,,,3,2015,3/11/2015,79.4
11-02-2015,11,,,2,2015,2/11/2015,80.4
10/30/2015,10,30,2015,,,30/10/2015,79.1
10/29/2015,10,29,2015,,,29/10/2015,79.3
10/28/2015,10,28,2015,,,28/10/2015,78.8
10/27/2015,10,27,2015,,,27/10/2015,78.6
10/26/2015,10,26,2015,,,26/10/2015,78.9
10/23/2015,10,23,2015,,,23/10/2015,78.1
10/22/2015,10,22,2015,,,22/10/2015,76.8
10/21/2015,10,21,2015,,,21/10/2015,76.3
10/20/2015,10,20,2015,,,20/10/2015,75.5
10/19/2015,10,19,2015,,,19/10/2015,75.2
10/16/2015,10,16,2015,,,16/10/2015,74.4
10/15/2015,10,15,2015,,,15/10/2015,74.9
10/14/2015,10,14,2015,,,14/10/2015,73.4
10/13/2015,10,13,2015,,,13/10/2015,74.5
10-12-2015,10,,,12,2015,12/10/2015,74.1
10-09-2015,10,,,9,2015,9/10/2015,76.2
10-08-2015,10,,,8,2015,8/10/2015,74.7
10-07-2015,10,,,7,2015,7/10/2015,74.1
10-06-2015,10,,,6,2015,6/10/2015,72.6
10-05-2015,10,,,5,2015,5/10/2015,71.8
10-02-2015,10,,,2,2015,2/10/2015,69.7
10-01-2015,10,,,1,2015,1/10/2015,69.8
09/30/2015,9,30,2015,,,30/9/2015,69.3
09/29/2015,9,29,2015,,,29/9/2015,67.3
09/28/2015,9,28,2015,,,28/9/2015,65.6
09/25/2015,9,25,2015,,,25/9/2015,67.7
09/24/2015,9,24,2015,,,24/9/2015,64.9
09/23/2015,9,23,2015,,,23/9/2015,68.5
09/22/2015,9,22,2015,,,22/9/2015,68
09/21/2015,9,21,2015,,,21/9/2015,70.2
09/18/2015,9,18,2015,,,18/9/2015,69.4
09/17/2015,9,17,2015,,,17/9/2015,70.2
09/16/2015,9,16,2015,,,16/9/2015,70.3
09/15/2015,9,15,2015,,,15/9/2015,70.1
09/14/2015,9,14,2015,,,14/9/2015,70.7
09-11-2015,9,,,11,2015,11/9/2015,70.9
09-10-2015,9,,,10,2015,10/9/2015,71.6
09-09-2015,9,,,9,2015,9/9/2015,71.7
09-08-2015,9,,,8,2015,8/9/2015,70.8
09-07-2015,9,,,7,2015,7/9/2015,69.3
09-04-2015,9,,,4,2015,4/9/2015,70.3
09-03-2015,9,,,3,2015,3/9/2015,72.8
09-02-2015,9,,,2,2015,2/9/2015,71.1
09-01-2015,9,,,1,2015,1/9/2015,69.8
08/31/2015,8,31,2015,,,31/8/2015,71.1
08/28/2015,8,28,2015,,,28/8/2015,71.4
08/27/2015,8,27,2015,,,27/8/2015,72.2
08/26/2015,8,26,2015,,,26/8/2015,69.5
08/25/2015,8,25,2015,,,25/8/2015,69.7
08/24/2015,8,24,2015,,,24/8/2015,65.3
08/21/2015,8,21,2015,,,21/8/2015,67.9
08/20/2015,8,20,2015,,,20/8/2015,71.1
08/19/2015,8,19,2015,,,19/8/2015,77.3
08/18/2015,8,18,2015,,,18/8/2015,77.1
08/17/2015,8,17,2015,,,17/8/2015,75.5
08/14/2015,8,14,2015,,,14/8/2015,75.7
08/13/2015,8,13,2015,,,13/8/2015,74.8
08-12-2015,8,,,12,2015,12/8/2015,72.8
08-11-2015,8,,,11,2015,11/8/2015,74.8
08-10-2015,8,,,10,2015,10/8/2015,76.5
08-07-2015,8,,,7,2015,7/8/2015,75.3
08-06-2015,8,,,6,2015,6/8/2015,76.7
08-05-2015,8,,,5,2015,5/8/2015,77.5
08-04-2015,8,,,4,2015,4/8/2015,77.2
08-03-2015,8,,,3,2015,3/8/2015,77.3
07/31/2015,7,31,2015,,,31/7/2015,74.2
07/30/2015,7,30,2015,,,30/7/2015,73.8
07/29/2015,7,29,2015,,,29/7/2015,76.8
07/28/2015,7,28,2015,,,28/7/2015,76.1
07/27/2015,7,27,2015,,,27/7/2015,75.9
07/24/2015,7,24,2015,,,24/7/2015,78.4
07/23/2015,7,23,2015,,,23/7/2015,77.2
07/22/2015,7,22,2015,,,22/7/2015,77.3
07/21/2015,7,21,2015,,,21/7/2015,74.8
07/20/2015,7,20,2015,,,20/7/2015,75.4
07/17/2015,7,17,2015,,,17/7/2015,75
07/16/2015,7,16,2015,,,16/7/2015,75.5
07/15/2015,7,15,2015,,,15/7/2015,74.3
07/14/2015,7,14,2015,,,14/7/2015,73.5
07/13/2015,7,13,2015,,,13/7/2015,73.6
07-10-2015,7,,,10,2015,10/7/2015,72
07-09-2015,7,,,9,2015,9/7/2015,68.7
07-08-2015,7,,,8,2015,8/7/2015,66.9
07-07-2015,7,,,7,2015,7/7/2015,66.7
07-06-2015,7,,,6,2015,6/7/2015,68.1
07-03-2015,7,,,3,2015,3/7/2015,69
07-02-2015,7,,,2,2015,2/7/2015,69.1
07-01-2015,7,,,1,2015,1/7/2015,69.5
06/30/2015,6,30,2015,,,30/6/2015,66.8
06/29/2015,6,29,2015,,,29/6/2015,66.7
06/26/2015,6,26,2015,,,26/6/2015,67.6
06/25/2015,6,25,2015,,,25/6/2015,67.2
06/24/2015,6,24,2015,,,24/6/2015,66.8
06/23/2015,6,23,2015,,,23/6/2015,67.2
06/22/2015,6,22,2015,,,22/6/2015,66.4
06/19/2015,6,19,2015,,,19/6/2015,64.5
06/18/2015,6,18,2015,,,18/6/2015,64.5
06/17/2015,6,17,2015,,,17/6/2015,64.1
06/16/2015,6,16,2015,,,16/6/2015,64.7
06/15/2015,6,15,2015,,,15/6/2015,63.2
06-12-2015,6,,,12,2015,12/6/2015,65
06-11-2015,6,,,11,2015,11/6/2015,65.1
06-10-2015,6,,,10,2015,10/6/2015,65.9
06-09-2015,6,,,9,2015,9/6/2015,63.8
06-08-2015,6,,,8,2015,8/6/2015,64.4
06-04-2015,6,,,4,2015,4/6/2015,66.4
06-03-2015,6,,,3,2015,3/6/2015,67.2
06-02-2015,6,,,2,2015,2/6/2015,66
06-01-2015,6,,,1,2015,1/6/2015,66
05/29/2015,5,29,2015,,,29/5/2015,69.4
05/28/2015,5,28,2015,,,28/5/2015,69.6
05/27/2015,5,27,2015,,,27/5/2015,69.7
05/26/2015,5,26,2015,,,26/5/2015,69
05/22/2015,5,22,2015,,,22/5/2015,68.9
05/21/2015,5,21,2015,,,21/5/2015,68.9
05/20/2015,5,20,2015,,,20/5/2015,67.5
05/19/2015,5,19,2015,,,19/5/2015,67.1
05/18/2015,5,18,2015,,,18/5/2015,66.5
05/13/2015,5,13,2015,,,13/5/2015,65.3
05-12-2015,5,,,12,2015,12/5/2015,65.9
05-11-2015,5,,,11,2015,11/5/2015,66.1
05-08-2015,5,,,8,2015,8/5/2015,65.8
05-07-2015,5,,,7,2015,7/5/2015,65.3
05-06-2015,5,,,6,2015,6/5/2015,65.2
05-05-2015,5,,,5,2015,5/5/2015,63
05-04-2015,5,,,4,2015,4/5/2015,63.2
04/30/2015,4,30,2015,,,30/4/2015,60.6
04/29/2015,4,29,2015,,,29/4/2015,60.5
04/28/2015,4,28,2015,,,28/4/2015,61.7
04/27/2015,4,27,2015,,,27/4/2015,62.7
04/24/2015,4,24,2015,,,24/4/2015,62.1
04/23/2015,4,23,2015,,,23/4/2015,60.7
04/22/2015,4,22,2015,,,22/4/2015,62.7
04/21/2015,4,21,2015,,,21/4/2015,63.5
04/20/2015,4,20,2015,,,20/4/2015,62.2
04/17/2015,4,17,2015,,,17/4/2015,60.7
04/16/2015,4,16,2015,,,16/4/2015,62.5
04/15/2015,4,15,2015,,,15/4/2015,64.2
04/14/2015,4,14,2015,,,14/4/2015,63.9
04/13/2015,4,13,2015,,,13/4/2015,64.1
04-10-2015,4,,,10,2015,10/4/2015,63.5
04-09-2015,4,,,9,2015,9/4/2015,63.2
04-08-2015,4,,,8,2015,8/4/2015,62.3
04-07-2015,4,,,7,2015,7/4/2015,61.6
04-01-2015,4,,,1,2015,1/4/2015,59.3
03/31/2015,3,31,2015,,,31/3/2015,57.6
03/30/2015,3,30,2015,,,30/3/2015,58
03/27/2015,3,27,2015,,,27/3/2015,57.7
03/26/2015,3,26,2015,,,26/3/2015,57
03/25/2015,3,25,2015,,,25/3/2015,58.9
03/24/2015,3,24,2015,,,24/3/2015,58.7
03/23/2015,3,23,2015,,,23/3/2015,58.9
03/20/2015,3,20,2015,,,20/3/2015,58.1
03/19/2015,3,19,2015,,,19/3/2015,57.5
03/18/2015,3,18,2015,,,18/3/2015,57.6
03/17/2015,3,17,2015,,,17/3/2015,56.7
03/16/2015,3,16,2015,,,16/3/2015,57.6
03/13/2015,3,13,2015,,,13/3/2015,56.7
03-12-2015,3,,,12,2015,12/3/2015,56.9
03-11-2015,3,,,11,2015,11/3/2015,56.8
03-10-2015,3,,,10,2015,10/3/2015,55.1
03-09-2015,3,,,9,2015,9/3/2015,55.2
03-06-2015,3,,,6,2015,6/3/2015,56.1
03-05-2015,3,,,5,2015,5/3/2015,56
03-04-2015,3,,,4,2015,4/3/2015,54.7
03-03-2015,3,,,3,2015,3/3/2015,54
03-02-2015,3,,,2,2015,2/3/2015,55.7
02/27/2015,2,27,2015,,,27/2/2015,56.2
02/26/2015,2,26,2015,,,26/2/2015,55.9
02/25/2015,2,25,2015,,,25/2/2015,55.5
02/24/2015,2,24,2015,,,24/2/2015,55.7
02/23/2015,2,23,2015,,,23/2/2015,55.9
02/20/2015,2,20,2015,,,20/2/2015,55
02/19/2015,2,19,2015,,,19/2/2015,55.2
02/18/2015,2,18,2015,,,18/2/2015,55.8
02/17/2015,2,17,2015,,,17/2/2015,52.7
02/16/2015,2,16,2015,,,16/2/2015,52.5
02/13/2015,2,13,2015,,,13/2/2015,52.4
02-12-2015,2,,,12,2015,12/2/2015,53.6
02-11-2015,2,,,11,2015,11/2/2015,52.4
02-10-2015,2,,,10,2015,10/2/2015,57.3
02-09-2015,2,,,9,2015,9/2/2015,57.5
02-06-2015,2,,,6,2015,6/2/2015,56.4
02-05-2015,2,,,5,2015,5/2/2015,56
02-04-2015,2,,,4,2015,4/2/2015,54.7
02-03-2015,2,,,3,2015,3/2/2015,54
02-02-2015,2,,,2,2015,2/2/2015,52.1
01/30/2015,1,30,2015,,,30/1/2015,51.7
01/29/2015,1,29,2015,,,29/1/2015,50.8
01/28/2015,1,28,2015,,,28/1/2015,51
01/27/2015,1,27,2015,,,27/1/2015,50.2
01/26/2015,1,26,2015,,,26/1/2015,51.9
01/23/2015,1,23,2015,,,23/1/2015,49
01/22/2015,1,22,2015,,,22/1/2015,49.1
01/21/2015,1,21,2015,,,21/1/2015,47.9
01/20/2015,1,20,2015,,,20/1/2015,46.7
01/19/2015,1,19,2015,,,19/1/2015,47
01/16/2015,1,16,2015,,,16/1/2015,45.5
01/15/2015,1,15,2015,,,15/1/2015,45.4
01/14/2015,1,14,2015,,,14/1/2015,45.8
01/13/2015,1,13,2015,,,13/1/2015,47.2
01-12-2015,1,,,12,2015,12/1/2015,46.9
01-09-2015,1,,,9,2015,9/1/2015,47.2
01-08-2015,1,,,8,2015,8/1/2015,47.6
01-07-2015,1,,,7,2015,7/1/2015,47.2
01-06-2015,1,,,6,2015,6/1/2015,49.8
01-05-2015,1,,,5,2015,5/1/2015,47.6
01-02-2015,1,,,2,2015,2/1/2015,48.1
